,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
373,"₹2,43,990","14 inch MacBook Pro, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MKGT3HN/A,MKGT3HN/A,UX8402ZA-M501WS,14s Intel,Silver,Thin and Light Laptop,Processing & Multitasking,6 cell,No,Apple,M1 Pro,11th Gen,Yes,1 TB,16 GB,Unified Memory,1005G1,2.4 GHz with Turbo Boost Upto 4.1 GHz,24,NA,64 bit,Mac OS Monterey,Windows 11 Home,Yes,"1 x USB 3.2 (Gen 1), 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only), 1 x USB 2.0",1 x HDMI Port (v1.4),No,36.07 cm (14.2 inch),3024 x 1964 Pixel,"FHD, (TN 250 nits Anti-glare)",Built-in Speaker,Integrated dual array digital microphone,Wi-Fi 6(802.11ax),v5.0,359.2 x 236.5 x 19.9 mm,2.50 kg,Not Available,720p HD Webcam with Privacy Shutter,Per-Key RGB Keyboard by SteelSeries,No,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Up to 12 hours,135 W Adapter,,3200 MHz,4,64,1 x card reader,PCIe NVMe M.2,,"2 x 2W speaker, DTS software",Yes,,,"MS Office Home & Student 2019, Mi Smart Share, DTS Audio processing",Integrated 45Wh,GDDR6,4 GB,,,,Upto 12 GB,,,,,,,,,,,,,,,,,,,,,,,,,
374,,"Laptop, Adaptor, Manual",S3502ZA-L502WS,S3502ZA-L502WS,15ACH6,IdeaPad Slim 5,Indie Black,Laptop,Everyday Use,4,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,1235U,3.0 GHz with Turbo Boost upto 4.0 GHz,24,Intel Integrated Intel® Evo™ Platform,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1080x1920$$Pixels pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built in dual stereo speakers,Built-in array microphones,"Wi-Fi 6 11ax, 2x2",YES,354 x 259 x 22.6 mm,1.65 kg,Not Available,HD 720p with Camera Shutter,Standard English Keyboard,Yes,1 Year Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3HRS,30 W USB-C Power Adapter,,4800 MHz,16,64,Micro SD card reader,PCIe NVMe,,Smart Amp Technology,No,,,Microsoft Office (Trial Only),Li-ion Battery,GDDR5,4 GB,,,,Upto 12GB,,,,,,,,,,,,,,,,,,,,,,,,,
375,"₹67,999","Laptop, Power Adaptor, User Guide, Warranty Documents",A515-57,NX.K2USI.004,16-C0136AX,IdeaPad 3,Glacier Blue,Thin and Light Laptop,Processing & Multitasking,4,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12900H,1.2 GHz with Turbo Boost Upto 3.4 GHz,24,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning Gorilla Glass NB, Brightness: 400 nits, 166 ppi, Color Gamut: 72% NTSC",Yes,Yes,802.11ac 1x1 WiFi,V5.2,325 x 216 x 17 mm,3.1 Kg,Not Available,HD type (30fps@720p),"Backlit, English",Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,"65W Round Tip (2-pin, Wall-mount)",,3200 MHz,6,64,"1 x SD Media Card Reader (SD, SDHC, SDXC)",PCIe NVMe,,"High Definition (HD) Audio, Realtek ALC3287 codec",No,,,"MS Office Home & Student 2019, Mi Smart Share, DTS Audio processing","66 Whr Long Life, Fast Charge - 50% in 45 mins, HP Glamcam & HP Presence, 5MP IR Camera, Appearance Filter, Backlight Adjustment, Auto Frame Technology, AI Noise Removal and Dynamic Voice Levelling, Fingerprint Reader, HP Notebook Protective Sleeve, MU-MIMO Supported, HP USB C to HDMI 2.0 Adaptor",DDR4,2 GB,,,,Upto 8 GB,,,,,,,,,,,,,,,,,,,,,,,,,
376,"₹2,19,894","Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",15IAU7,TUF GAMING A15,Shadow Black,Gaming Laptop,Gaming,3 cell,No,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,1235U,2.4 GHz with Turbo Boost Upto 5.3 GHz,8,NVIDIA GeForce GTX 1650,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x Thunderbolt 4 support DisplayPort, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2x USB 3.2 Gen 1 Type-A",1x HDMI 1.4b,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"FHD+ LED-Backlit LCD,165Hz Refresh Rate, Response Time 3ms, IPS-level, Brightness 500nits, Contrast 1200:1, DCI-P3 100, Anti-glare display",Built-in stereo speakers,Built-in array microphone,"Wi-Fi 6 11ax, 2x2",v5.0,324 x 222 x 17.3 mm,1.58 KG,Not Available,720p HD Webcam with Privacy Shutter,Backlit Chiclet Keyboard Per-Key RGB,Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 7 hours,90W,,3200 MHz,8,64,1x Card reader,NVMe SSD,,"High Definition (HD) Audio, Realtek ALC3287 codec, Dolby Audio",No,,,Office Home and Student 2021,Integrated 45Wh battery,GDDR5,6 GB,,,,Upto 16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
377,"₹74,990","Laptop, Power Adaptor, User Guide, Warranty Documents",XL21,71008300410,16-B1370TX,IdeaPad Gaming 3,Noble Red,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",1,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,LPDDR4X,1135G7,Up to 4.7 GHz max boost,16 MB,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB-C 3.2 (Gen 1), 2 x USB 3.2 (Gen 1)",1 x HDMI 2.1,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD TN 250nits Anti-glare, 45% NTSC",Built-In Dual Stereo Speakers,Yes,11ac (2x2),v5.1,356.67 x 233.13 x 17.9 mm,1.63 Kg,Not Available,HD Webcam,"Full-size, backlit, Natural Silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Upto 12 hours,100 W AC Adapter,,3200 MHz,6,64 bit,1x multi-format SD media card reader,SATA,,Waves Maxx Audio Pro,Yes,,,Office Home and Student 2021,"3 cell , 52Whr",GDDR6,4 GB,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
378,"₹57,990","Laptop, Power Adaptor, User Guide, Warranty Documents",16ARH7H,82RG00EKIN,G15-5515,IdeaPad 3,Storm Grey,Gaming Laptop,Gaming,4 cell,Yes,AMD,Ryzen 7 Octa Core,11th Gen,Yes,512 GB,32 GB,DDR5,1135G7,4.2,16 MB,NVIDIA GeForce RTX 3070,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Type A, 1 x USB 3.2 Type C",1x HDMI 1.4b,No,40.64 cm (16 Inch),2560 x 1600 Pixel,"QHD+, 240Hz, 100% DCI-P3, IPS-level panel",speakers Two built-in stereo speakers,Dual Array Microphone,"Wi-Fi 6 11ax, 2x2",v 5.1,189 X 358 X 23.5 mm,2.30 Kg,Not Available,720p HD Webcam,Backlit Chiclet Keyboard,No,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,Carry in,Manufacturing defects,Physical Damage,1 Year,Up to 8 hours,65W Round Tip (3-pin),,3200 MHz,10,64 bit,1 x Micro SD card reader,NVMe PCIe,,"1.5W x 2, Dolby Audio",No,,,"Acer Care Center, Quick Access",Integrated 45Wh Battery,GDDR6,4 GB,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
379,"₹51,990","Laptop, Power Adaptor, User Guide",UM425UA-AM502TS,90NB0SM1-M04830,G15-5511 SE,OMEN 15,Lilac Mist,Thin and Light Laptop,Processing & Multitasking,4 Cell,Yes,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,8 GB,LPDDR4X,1115G4,"Base Clock 2.0 Ghz, Max Turbo Boost Frequency Up to 4.4 GHz",24,AMD Radeon AMD Radeon™ Graphics,64 bit,Windows 10 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1 x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare Display",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Intel Wi-Fi 6 AX201(2x2 ax),v6.0,359.6 x 266.4 x 21.8 mm,1.41 Kg,Not Available,720p HD camera,"Backlit, English",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,45 W AC adapter,,2666 MHz,8,64 bit,1x Card reader,PCIe NVMe,,Waves Maxx Audio Pro,No,,,Microsoft Office Home and Student 2019,"70 Wh Li-ion Polymer Battery, Support battery fast charge",DDR4,4 GB,,,,Upto 12 GB,,,,,,,,,,,,,,,,,,,,,,,,,
380,"₹33,990","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad Gaming 3 15ARH05,82EY00U7IN,IdeaPad 5 15ITL05,IdeaPad,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",4 cell,No,AMD,Ryzen 5 Hexa Core,10th Gen,No,512 GB,8 GB,DDR4,12450H,2.8,11,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, TN 250nits Anti-glare",4 Speaker System,Built-in Microphone,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.0,324.2 x 215.7 x 19.9,1.62 kg,Not Available,HD 720p with Privacy Shutter,English International Non Backlit Keyboard,Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,Upto 18 Hours,65W,,3200 MHz,2,64,Micro SD Card Reader,PCIe NVMe,,NA,No,,,"Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)","45 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified",GDDR6,4 GB,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
381,"₹1,89,990","Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-54,NH.QC2SI.00A,AERO 5 XE4-73IN614SO,ROG Flow X13 (2022),Abyssal Black,Gaming Laptop,Gaming,3,No,Intel,Core i9,10th Gen,Yes,1 TB,16 GB,DDR4,5500U,1.8 GHz (Base) - 4.3 GHz (Max),24 MB,NVIDIA GeForce RTX 3060,64 bit,Windows 11 Home,Windows 10 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"WQHD LED-Backlit LCD, 240Hz, 3ms, 85/85/85/85, IPS-level, 300nits, Anti-glare display",Built-In Dual Stereo Speakers,Dual array microphone,11ac (2x2),v5.1,359.6 x 251.9 x 24.2 mm,1.66 Kg,Not Available,720P HD IR Camera,"Backlit, English",Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 6.7 hours,140W USB-C Power Adapter,,3200 MHz,4,64,No,PCIe NVMe M.2,,Smart Amp Technology,No,,,"Asus Splendid, Asus Smart Gesture","3 Cell, 52Whr, Cooler Boost, Hi-Res Audio, Nahimic 3, Thin Bezel, Military-Grade Durability",GDDR6,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
382,"₹77,990","Laptop, Power Adaptor, User Guide, Warranty Documents",V15 -ADA,82C700H3IH,16ARH7H,Ideapad AMD,Iron Grey,Laptop,Processing & Multitasking,2 cell,No,AMD,Ryzen 3 Dual Core,11th Gen,No,512 GB,4 GB,DDR4,11320H,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,24,AMD Radeon AMD,64 bit,Windows 10 Home,Windows 11 Home,Yes,"1x Thunderbolt 4 support DisplayPort / power delivery, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 2x USB 3.2 Gen 2 Type-A",1x HDMI 1.4,No,39.62 cm (15.6 inch),1366 x 768 Pixel,"""Full HD, multitouch-enabled, IPS edge-to-edge glass, micro-edge, Brightness: 150 nits 157 ppi, Color Gamut: 45% NTSC """,Built-In Speakers,Built-in 3 microphone array,Intel Wi-Fi 6 2x2 (Gig+),v5.0,359 x 256 x 26.9 mm,1.8 Kg,Not Available,HD Webcam,Standard English Backlit Keyboard,Yes,1 Year Warranty Term,Carry-in,Manufacturing Defects,Physical Damage,1 Year,Upto 8 hours,135 W Adapter,,3200 MHz,4,64,Micro SD Card Reader,NVMe PCIe,,Dolby Audio,No,,,"Adobe Shockwave Player, CyberLink PowerDirector, Dropbox, TripAdvisor, CyberLink Power Media Player, HP 3D DriveGuard, HP Recovery Manager, HP Support Assistant",Integrated 57Wh battery,GDDR6,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
383,"₹56,990","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3425,D552309WIN9BE,15IHU6,Yoga 9i,Carbon Black,Thin and Light Laptop,Everyday Use,3 cell,Yes,AMD,Ryzen 3 Quad Core,12th Gen,Yes,2 TB,8 GB,DDR4,12700H,2.9 Ghz. Turbo Upto 4.2 Ghz.,24,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 (Power Share), 1 x USB Type C",1x HDMI 1.4b,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display",Built-in speaker,Built-in Dual Array Microphones,Wi-Fi 5(802.11ac),Yes,395 x 282 x 28.3 mm,2.31 Kg,Not Available,"720p HD Webcam (1280 x 720 Resolution, Super High Dynamic Range Imaging)","White Backlit, English",Yes,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Upto 7 hours,135W Slim Tip (3-pin),,4800 MHz,8,64,NA,PCIe NVMe M.2,,"2 x 1.5W speaker, Audio by Dolby Atmos AI mic noise-canceling",No,,,Microsoft Office Home & Student 2019,DC Dimmer,DDR5,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
384,"₹1,39,999","Laptop, Power Adapter, User Guide, Warranty Documents",15ITL6,82H802KVIN,17-ck1022TX,IdeaPad Gaming,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,12950HX,3.1 GHz with Turbo Boost up to 4.4 GHz,8,Intel Integrated Iris Xe Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-off Charging",1 x HDMI 2.1,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built-in Stereo Speakers,Built-in Dual Array Microphones,"Wi-Fi 6 11ax, 2x2",v5.2,359 x 249.6 x 24.9,1.41 KG,Not Available,720p with Privacy Shutter,Spectrum Backlight Keyboard,Yes,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 7 hours,240 W adapter,,3200 MHz,4,64 bit,1 x SD-card Slot,M.2 NVMe PCIe 4.0,,Waves Maxx Audio Pro,No,,,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",45 Wh Li-ion Battery,GDDR6,,,,,Upto 12GB,,,,,,,,,,,,,,,,,,,,,,,,,
385,"₹31,490","MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",Z15Y000Z4,Z15Y000Z4,16-e0550AX,2022 MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,3,No,Apple,M2,10th Gen,Yes,512 GB,16 GB,Unified Memory,4600H,3.3 GHz upto max turbo frequency at 4.4 Ghz,6,NA,64 bit,Mac OS Monterey,Windows 11 Home,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.0a,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,FHD WVA AG Narrow Border,"2x 2W dual-force woofer with Smart Amp Technology, 2x 2W tweeter",Three-mic array with directional beamforming,Wi-Fi 6E(802.11ax),v5.0,321 x 211 x 18,2.25 kg,Not Available,720p HD Camera,Backlit Chiclet Keyboard Per-Key RGB,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 6.7 Hours,135 W Adapter,,2933 MHz,2,64 bit,1x 4-in-1 Card Reader,PCIe NVMe M.2,,2 x 2 W Stereo Speakers,Yes,,,Office Home and Student 2019 included,62WHrs Li-ion Battery,GDDR5,,,,,Upto 32 GB,,,,,,,,,,,,,,,,,,,,,,,,,
386,"₹41,490","Laptop, Power Adaptor, User Guide, Warranty Documents",13-ay1037AU,54B73PA#ACJ,GA503RM-LN143WS,Inspiron,Nightfall Black,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Travel & Business",4 Cell,Yes,AMD,Ryzen 7 Octa Core,12th Gen,Yes,256 GB,16 GB,DDR4,1135G7,3.2 GHz upto max turbo frequency at 4.4 Ghz,2,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home 64,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 Supports Display /Power Delivery",1 x HDMI Port (v1.4b),Yes,33.78 cm (13.3 Inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 45% NTSC, 120Hz",Built-in Dual Speakers,Yes,Killer Wi-Fi 6 AX1650,v5.2,324 x 215 x 17.9,2.47 Kg,Not Available,720p with Camera Shutter,Blue LED Backlit Keyboard with Larger Arrow Keys,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 10 Hours,90W AC Adapter,,1600 MHz,6,64,1 x card reader,M.2 SATA,,Dolby Audio,No,,,Microsoft Office (Trial Only),Li-ion Battery,GDDR6,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
387,"₹52,990","Laptop, Battery, Adapter, Cables and User Manuals, Palm rest",GX650RMZ-LS019WS,90NR09N1-M002L0,15ITL6,Inspiron,Black,Gaming Laptop,Gaming,4 Cell,Yes,AMD,Ryzen 7 Octa Core,12th Gen,Yes,512 GB,32 GB,DDR5,1115G4,4.4 GHz Max Turbo Frequency,4,NVIDIA GeForce RTX 3060,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1x HDMI 1.4b,No,40.64 cm (16 Inch),1920 x 1200 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (300 nits Brightness, 45% NTSC Color Gamut)",Built-in Speaker,Built-in Microphone,802.11a/b/g/n/acR2+ax wireless LAN,v5.2,325.4 x 216.0 x 19.9 mm,3.00 Kg,Not Available,HP Wide Vision 720p HD camera,Standard English Backlit-Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 12 hours,65W AC Adapter,,3200 MHz,14,64,1 x SD Card Reader,Pcie NVMe,,Waves Maxx Audio Pro,No,,,,45 Wh Battery,DDR3,,,,,Upto 16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
388,"₹1,31,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ALC6,82KU017KIN,K6500ZC-L501WS,Ideapad Gaming 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,AMD,Ryzen 5 Hexa Core,12th Gen,Yes,1 TB,8 GB,DDR4,N6000,2.6 GHz with Turbo Boost Upto 5 GHz,11,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1 x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",Built-in Dual Speakers,Built-In Dual Array Microphone,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,2.2 KG,Not Available,HD 720p with Privacy Shutter,Backlit Chiclet English Keyboard,Yes,2 Years Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,Upto 11 hours,"65W Round Tip (2-pin, Wall-mount)",,2666 MHz,6,64,1x Card reader,PCIe NVMe,,Audio by B&O,No,,,,Integrated 45Wh,GDDR6,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
389,"₹98,060","Laptop, battery, power adapter, Laptop Bag",Raider GE78HX 13VH-088IN,9S7-17S111-088,14s- dq3032tu,Pavilion,Black,Gaming Laptop,Processing & Multitasking,4 cell,No,Intel,Core i9,11th Gen,Yes,1 TB,32 GB,DDR5,1135G7,4.2,6 MB,NVIDIA GeForce RTX 4080,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Thunderbolt 4 with USB4 Type-C, 1 x SuperSpeed USB Type-A, 2 x SuperSpeed USB Type-A",1 x HDMI 2.0 port,No,43.18 cm (17 Inch),2560 x 1600 Pixel,"QHD, 165Hz DCI-P3 100% typical",Built-in Speaker,Built-in Dual Array Digital Microphone,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.3,355 x 243 x 19.9 mm,1.56 KG,Not Available,HP Wide Vision 720p HD camera,Chiclet Keyboard,Yes,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",1 Year,Upto 14 Hrs,45W AC Adapter,,3200 MHz,8,64 bit,NA,M.2 SATA,,"High Definition (HD) Audio, Realtek ALC3287 codec",No,,,,Integrated 45Wh battery,DDR5,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
390,"₹2,01,000","Laptop, Manual, Adaptor",X515JA-EJ382WS,90NB0SR2-M01ZF0,Ideapad,Allienware,Silver,Laptop,Everyday Use,4 Cell,Yes,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,12700H,Max Boost Upto 4.9 GHz,24 MB,Intel Integrated,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 port, 2 x USB 2.0 ports",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1080*1920 pixel,"WQHD, IPS-level, Anti-glare display",Built-in dual stereo speakers,Yes,"11ac, 2x2",YES,276 x 360 x 19.7 mm,1.4 KG,Not Available,HD,"Backlit, English",Yes,1 Year Manufacturer,ON SITE,Manufacturer Defect,"Damage, Burn",1 Year,Upto 17.83 Hrs,90 W AC Adapter,,3200 MHz,4,64 bit,1x Card reader,PCIe NVMe,,Two built-in stereo speakers with Acer TrueHarmony technology,No,,,,"48 Wh 3 cell Li-ion Battery, Compatible with Cortana with Voice, 2 x 2 MU-MIMO Technology, Intel Dual Band Wireless-AC, Headset/Speaker Jack, Microsoft Precision Touchpad Certification",GDDR6,,,,,Upto 16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
391,"₹45,126","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3401,D552171WIN9D,15ALC6,OMEN,Dune,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",4,Yes,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,10980HK,2.1 GHz,12,Intel Integrated UHD,64 bit,Windows 10,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Port, 2 x USB 2.0 Ports",1 x HDMI Port (v 1.4b),No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Intel Wi-Fi AX210 (2x2),v4.1,363.4 x 255 x 23.9,1.50 Kg,Not Available,HD,Backlit Chiclet Keyboard RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,2 Year,Up to 11 hours,45W AC Adapter,,1866 MHz,6,64,"3-in-1 Card Reader (SD, SDHC, SDXC)",NVMe PCIe,,2 x 1.5 W Stereo Speakers with Dolby Audio,Yes,,,,Integrated 45Wh Battery,,,,,,Upto 12GB,,,,,,,,,,,,,,,,,,,,,,,,,
